ID,labeled_data,Label,Created By,Project Name,Created At,Seconds to Label,External ID,Agreement,Dataset Name,Reviews,View Label
cjp1b28tfo1z10d40sx2kjxvt,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.53.42%20PM.png?alt=media&token=47ce0e52-82b2-49bd-8679-078810365f16,"{""which_letter"":""l""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.248,Screen Shot 2018-11-12 at 5.53.42 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1b28tfo1z10d40sx2kjxvt
cjp1b2a6go1zk0d40qehda8yn,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.53.40%20PM.png?alt=media&token=735fbc25-266c-4206-808c-8fa55edcce87,"{""which_letter"":""o""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.847,Screen Shot 2018-11-12 at 5.53.40 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1b2a6go1zk0d40qehda8yn
cjp1b2bi0o20b0d40sho16hl7,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.53.38%20PM.png?alt=media&token=5ed201c6-1dd5-4e2b-b5e3-21632cb2f910,"{""which_letter"":""h""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.661,Screen Shot 2018-11-12 at 5.53.38 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1b2bi0o20b0d40sho16hl7
cjp1b2d4qo20t0d40x7ktvvbk,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.53.35%20PM.png?alt=media&token=32ae9914-ac3c-46b4-b55c-504a58a382d0,"{""which_letter"":""s""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.974,Screen Shot 2018-11-12 at 5.53.35 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1b2d4qo20t0d40x7ktvvbk
cjp1b2e9h7dl70975peyn9l4g,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.53.32%20PM.png?alt=media&token=002fd1bd-f4f0-44c3-aa60-b78515b17a88,"{""which_letter"":""t""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.635,Screen Shot 2018-11-12 at 5.53.32 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1b2e9h7dl70975peyn9l4g
cjp1b2g9no2260d407j4rimgt,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.53.29%20PM.png?alt=media&token=736b2a52-d533-4314-b9a8-b80f2357f1bb,"{""which_letter"":""u""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.582,Screen Shot 2018-11-12 at 5.53.29 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1b2g9no2260d407j4rimgt
cjp1b2ih17dmm09758q0eczt1,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.53.27%20PM.png?alt=media&token=fb20d5c5-a2af-4669-9c91-834983c3db0f,"{""which_letter"":""c""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.62,Screen Shot 2018-11-12 at 5.53.27 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1b2ih17dmm09758q0eczt1
cjp1b2jua7dn40975fg8ktsrx,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.53.26%20PM.png?alt=media&token=008d9877-2c09-4adc-b308-3b496227806e,"{""which_letter"":""w""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.799,Screen Shot 2018-11-12 at 5.53.26 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1b2jua7dn40975fg8ktsrx
cjp1b2loh7do009755tnqienq,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.53.23%20PM.png?alt=media&token=bf86005b-24c6-4582-8893-be6e5712e14c,"{""which_letter"":""i""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.559,Screen Shot 2018-11-12 at 5.53.23 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1b2loh7do009755tnqienq
cjp1b2nw47dos0975a9nidn07,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.53.18%20PM.png?alt=media&token=9bee0453-6209-4bfd-91f8-8f35bca9a9ee,"{""which_letter"":""n""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.777,Screen Shot 2018-11-12 at 5.53.18 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1b2nw47dos0975a9nidn07
cjp1bhani7gdm0975j3uva3yg,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.53.15%20PM.png?alt=media&token=17aab53a-15c8-4365-bc0b-d0361f0db73b,"{""which_letter"":""t""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.915,Screen Shot 2018-11-12 at 5.53.15 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bhani7gdm0975j3uva3yg
cjp1bhcc37gff0975lpkpaejj,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.53.13%20PM.png?alt=media&token=19d3bd4d-4852-44e1-93a3-5d6997337906,"{""which_letter"":""e""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.156,Screen Shot 2018-11-12 at 5.53.13 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bhcc37gff0975lpkpaejj
cjp1bhd4t7ggg0975pmcix4bo,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.53.07%20PM.png?alt=media&token=3ef8393c-f24d-4bef-81b6-896b85ac35ea,"{""which_letter"":""e""}",alexfaus08@gmail.com,Letters,1.54342E+12,0.806,Screen Shot 2018-11-12 at 5.53.07 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bhd4t7ggg0975pmcix4bo
cjp1bhfae7gib0975vpj8kh4k,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.53.04%20PM.png?alt=media&token=dfab091b-1334-44dd-8624-b177b6fa4703,"{""which_letter"":""r""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.879,Screen Shot 2018-11-12 at 5.53.04 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bhfae7gib0975vpj8kh4k
cjp1bhgky7gj709756bu3j0bs,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.55%20PM.png?alt=media&token=ea459d62-c1c7-41a6-bad5-4885e93a885d,"{""which_letter"":""w""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.672,Screen Shot 2018-11-12 at 5.52.55 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bhgky7gj709756bu3j0bs
cjp1bhifio3hi0d40vgtha866,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.53%20PM.png?alt=media&token=5410ee4d-4c22-423f-add7-fd76653e07d1,"{""which_letter"":""o""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.448,Screen Shot 2018-11-12 at 5.52.53 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bhifio3hi0d40vgtha866
cjp1bhl8q7gnv0975looie5x0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.51%20PM.png?alt=media&token=b9df75dd-784d-4b33-84e3-9a58f75d71cd,"{""which_letter"":""n""}",alexfaus08@gmail.com,Letters,1.54342E+12,3.434,Screen Shot 2018-11-12 at 5.52.51 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bhl8q7gnv0975looie5x0
cjp1bhmpn7gpy0975lvon0r3t,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.49%20PM.png?alt=media&token=139f1308-a7c6-4dae-ac0d-5a540b0cb1b4,"{""which_letter"":""i""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.116,Screen Shot 2018-11-12 at 5.52.49 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bhmpn7gpy0975lvon0r3t
cjp1bhq3t7gqy0975g65gu7yf,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.47%20PM.png?alt=media&token=aeb9ae8b-908e-41a4-8e94-17c2e1e68ade,"{""which_letter"":""m""}",alexfaus08@gmail.com,Letters,1.54342E+12,4.411,Screen Shot 2018-11-12 at 5.52.47 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bhq3t7gqy0975g65gu7yf
cjp1bhray7grn0975avxvpjn9,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.45%20PM.png?alt=media&token=6b52244c-1843-48d9-933f-95c5bece1909,"{""which_letter"":""o""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.631,Screen Shot 2018-11-12 at 5.52.45 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bhray7grn0975avxvpjn9
cjp1bhsuz7gtj0975jd56rxgl,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.43%20PM.png?alt=media&token=f9ca8dbe-5d72-445c-a2ef-7582ce0f78ff,"{""which_letter"":""c""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.002,Screen Shot 2018-11-12 at 5.52.43 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bhsuz7gtj0975jd56rxgl
cjp1bhupw7gux0975w5pupgd6,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.41%20PM.png?alt=media&token=04fe34b8-0618-4036-97c7-36ff5ed2c18c,"{""which_letter"":""k""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.224,Screen Shot 2018-11-12 at 5.52.41 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bhupw7gux0975w5pupgd6
cjp1bhw107gxk0975xb2bda5p,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.36%20PM.png?alt=media&token=f1de546d-60b7-4f56-8daa-65b353953884,"{""which_letter"":""x""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.644,Screen Shot 2018-11-12 at 5.52.36 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bhw107gxk0975xb2bda5p
cjp1bhx1z7gyf0975fp8zbt3y,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.33%20PM.png?alt=media&token=ed78c50b-ed55-4b49-84b3-ef435a26ab71,"{""which_letter"":""y""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.377,Screen Shot 2018-11-12 at 5.52.33 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bhx1z7gyf0975fp8zbt3y
cjp1bhyeu7gzp0975jil1qjvv,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.31%20PM.png?alt=media&token=c5349e27-0ed5-4793-a38e-939d48aafba5,"{""which_letter"":""o""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.82,Screen Shot 2018-11-12 at 5.52.31 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bhyeu7gzp0975jil1qjvv
cjp1bi03r7h1809750hpjwvwz,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.29%20PM.png?alt=media&token=2bb13065-c9a2-43d3-8c4f-8c9898316443,"{""which_letter"":""l""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.166,Screen Shot 2018-11-12 at 5.52.29 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bi03r7h1809750hpjwvwz
cjp1bi1mm7h2409752y4k0sg0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.24%20PM.png?alt=media&token=0317a122-b259-4d86-9bbd-47f7b314be00,"{""which_letter"":""t""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.84,Screen Shot 2018-11-12 at 5.52.24 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bi1mm7h2409752y4k0sg0
cjp1bi39h7h4a0975fxct5t78,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.21%20PM.png?alt=media&token=89e9b829-3307-4752-8156-ecce3147f9f3,"{""which_letter"":""i""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.207,Screen Shot 2018-11-12 at 5.52.21 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bi39h7h4a0975fxct5t78
cjp1bi4ak7h5j0975dtznagb0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.18%20PM.png?alt=media&token=2d31a151-66d4-40c6-bc5b-5a757a0d6880,"{""which_letter"":""l""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.455,Screen Shot 2018-11-12 at 5.52.18 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bi4ak7h5j0975dtznagb0
cjp1bi72y7h6c0975wl0bfw4l,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.16%20PM.png?alt=media&token=3efe5488-a74b-415d-91c6-fd1978774452,"{""which_letter"":""t""}",alexfaus08@gmail.com,Letters,1.54342E+12,3.643,Screen Shot 2018-11-12 at 5.52.16 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bi72y7h6c0975wl0bfw4l
cjp1bi8jw7h7g0975thxjxnzh,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.13%20PM.png?alt=media&token=bb93c7f3-86a6-4967-b483-ae4a886f89e3,"{""which_letter"":""a""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.791,Screen Shot 2018-11-12 at 5.52.13 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bi8jw7h7g0975thxjxnzh
cjp1bibya7h9b0975lbwpptkc,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.11%20PM.png?alt=media&token=bd990523-0405-40f8-8282-15139f01ac16,"{""which_letter"":""q""}",alexfaus08@gmail.com,Letters,1.54342E+12,4.306,Screen Shot 2018-11-12 at 5.52.11 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bibya7h9b0975lbwpptkc
cjp1bie4y7ha30975g4u14l9h,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.08%20PM.png?alt=media&token=eaf70cbe-617d-49dc-9eeb-5c0f218d4899,"{""which_letter"":""m""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.993,Screen Shot 2018-11-12 at 5.52.08 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bie4y7ha30975g4u14l9h
cjp1bifge7hc50975al14wy11,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.06%20PM.png?alt=media&token=8308803a-93cb-4692-8582-32e507044394,"{""which_letter"":""i""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.736,Screen Shot 2018-11-12 at 5.52.06 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bifge7hc50975al14wy11
cjp1bih1f7hei0975cj8xca68,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.04%20PM.png?alt=media&token=61d38aba-07de-4f9d-9697-d5a763bd9d29,"{""which_letter"":""r""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.953,Screen Shot 2018-11-12 at 5.52.04 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bih1f7hei0975cj8xca68
cjp1biit17hgs0975155sgz7f,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.52.02%20PM.png?alt=media&token=985bdfc6-e48e-4979-b722-aa5469add5f6,"{""which_letter"":""p""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.059,Screen Shot 2018-11-12 at 5.52.02 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1biit17hgs0975155sgz7f
cjp1bip597hlg0975hbiom9ef,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.51.59%20PM.png?alt=media&token=d0cca258-53a5-4cca-a598-d2d81a2b8dbb,"{""which_letter"":""s""}",alexfaus08@gmail.com,Letters,1.54342E+12,8.31,Screen Shot 2018-11-12 at 5.51.59 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bip597hlg0975hbiom9ef
cjp1biqzu7hny0975jfl5uvtt,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.51.57%20PM.png?alt=media&token=11406ac1-e718-4173-85e4-588bd0baa687,"{""which_letter"":""g""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.601,Screen Shot 2018-11-12 at 5.51.57 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1biqzu7hny0975jfl5uvtt
cjp1bis0o7hpb09753wg4wu8s,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.51.54%20PM.png?alt=media&token=2beb1b07-b773-4b05-b1b7-81a998ee0283,"{""which_letter"":""i""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.329,Screen Shot 2018-11-12 at 5.51.54 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bis0o7hpb09753wg4wu8s
cjp1biu2i7hqo0975s6u83vth,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.51.52%20PM.png?alt=media&token=15b818f2-5d49-42ab-b6d0-f264076b81aa,"{""which_letter"":""w""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.556,Screen Shot 2018-11-12 at 5.51.52 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1biu2i7hqo0975s6u83vth
cjp1bivki7hs8097597pam9h7,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.51.50%20PM.png?alt=media&token=93529a69-ef58-43cc-ba29-204cc0cb74be,"{""which_letter"":""a""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.839,Screen Shot 2018-11-12 at 5.51.50 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bivki7hs8097597pam9h7
cjp1biwi87htb09759er5mkrz,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.51.47%20PM.png?alt=media&token=08f2e101-c86b-4f4a-ac9b-2caa45176a9d,"{""which_letter"":""e""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.372,Screen Shot 2018-11-12 at 5.51.47 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1biwi87htb09759er5mkrz
cjp1bixl57hu70975f3lcp0xy,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-12%20at%205.51.44%20PM.png?alt=media&token=b7a1c6b8-ba68-417c-9de3-fdef32a4a752,"{""which_letter"":""d""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.414,Screen Shot 2018-11-12 at 5.51.44 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1bixl57hu70975f3lcp0xy
